Template,Element,PositionX,PositionY,Height,Width
arcgis_10_6_reference_landscape_side.mxd, horizontal_divide5, 10.0, 57.5, 0.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, horizontal_divide4, 10.0, 82.5, 0.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, scale_bar, 40.0, 98.0, 8.0441, 48.6993
arcgis_10_6_reference_landscape_side.mxd, mxd_name, -47.0, 42.5, 4.0, 37.0
arcgis_10_6_reference_landscape_side.mxd, mxd_name_label, -10.0, 47.5, 4.0, 22.5
arcgis_10_6_reference_landscape_side.mxd, create_date_time, 33.0, 51.0, 4.0, 37.0
arcgis_10_6_reference_landscape_side.mxd, create_date_time_label, 10.0, 51.0, 4.0, 22.5
arcgis_10_6_reference_landscape_side.mxd, donor_credit, 10.0, 21.0, 10.5, 60.0
arcgis_10_6_reference_landscape_side.mxd, disclaimer, 10.0, 20.0, 10.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, map_producer, 10.0, 33.0, 7.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, Location Map, 40.0, 132.25, 58.0, 58.0
arcgis_10_6_reference_landscape_side.mxd, country, 10.0, 265.0, 8.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, data_sources, 10.0, 60.0, 20.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, organisation_logo, 10.0, 287.0, 20.0, 49.2
arcgis_10_6_reference_landscape_side.mxd, map_no, 400.0, 287.0, 5.0, 14.0
arcgis_10_6_reference_landscape_side.mxd, map_version, 410.0, 287.0, 5.0, 7.5
arcgis_10_6_reference_landscape_side.mxd, horizontal_divide1, 10.0, 217.3236, 0.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, horizontal_divide2, 10.0, 163.5, 0.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, horizontal_divide3, 10.0, 101.0, 0.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, title, 10.0, 220.0, 33.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, north_arrow, 405.0, 20.0, 10.0000215983, 4.9
arcgis_10_6_reference_landscape_side.mxd, Main Map, 75.0, 15.0, 267.0, 335.0
arcgis_10_6_reference_landscape_side.mxd, summary, 10.0, 166.0, 49.0, 60.0
arcgis_10_6_reference_landscape_side.mxd, working_space, 10.0, 10.0, 277.0, 400.0

arcgis_10_6_reference_portrait_bottom.mxd, legend, 271.181, 391.0588, 7.8824, 22.7377
arcgis_10_6_reference_portrait_bottom.mxd, scale, 287.0, 57.5, 3.153, 14.909
arcgis_10_6_reference_portrait_bottom.mxd, scale_label, 219.5, 57.5, 3.153, 31.531
arcgis_10_6_reference_portrait_bottom.mxd, horizontal_divide1, 82.5, 29.0, 0.0, 63.5
arcgis_10_6_reference_portrait_bottom.mxd, map_no, 277.0, 410.0, 5.0, 14.0
arcgis_10_6_reference_portrait_bottom.mxd, map_version, 287.0, 405.0, 5.0, 7.5
arcgis_10_6_reference_portrait_bottom.mxd, vertical_divide3, 217.0, 10.0, 60.0, 0.0
arcgis_10_6_reference_portrait_bottom.mxd, vertical_divide2, 148.5, 10.0, 60.0, 0.0
arcgis_10_6_reference_portrait_bottom.mxd, vertical_divide1, 80.0, 10.0, 60.0, 0.0
arcgis_10_6_reference_portrait_bottom.mxd, title, 10.0, 10.0, 27.5, 65.0
arcgis_10_6_reference_portrait_bottom.mxd, organisation_logo, 10.0, 70.0, 20.0, 49.2
arcgis_10_6_reference_portrait_bottom.mxd, country, 10.0, 50.0, 8.0, 65.0
arcgis_10_6_reference_portrait_bottom.mxd, glide_no, 242.5, 40.0, 4.0, 44.5
arcgis_10_6_reference_portrait_bottom.mxd, glide_no_label, 219.5, 40.0, 4.0, 22.5
arcgis_10_6_reference_portrait_bottom.mxd, spatial_reference, 242.5, 45.5, 4.0, 44.5
arcgis_10_6_reference_portrait_bottom.mxd, spatial_reference_label, 219.5, 44.0, 7.0, 22.5
arcgis_10_6_reference_portrait_bottom.mxd, mxd_name, 302.0, 42.4951, 4.0, 44.5
arcgis_10_6_reference_portrait_bottom.mxd, mxd_name_label, 302.0, 47.5, 4.0, 22.5
arcgis_10_6_reference_portrait_bottom.mxd, timezone, 300.0, 51.0, 5.0, 17.5
arcgis_10_6_reference_portrait_bottom.mxd, create_date_time, 242.5, 51.0, 4.0, 44.5
arcgis_10_6_reference_portrait_bottom.mxd, create_date_time_label, 219.5, 51.0, 4.0, 22.5
arcgis_10_6_reference_portrait_bottom.mxd, horizontal_divide2, 287.0, 56.3086, 0.0, 67.5
arcgis_10_6_reference_portrait_bottom.mxd, donor_credit, 219.5, 31.0, 10.5, 67.5
arcgis_10_6_reference_portrait_bottom.mxd, disclaimer, 219.5, 10.0, 10.0, 67.5
arcgis_10_6_reference_portrait_bottom.mxd, map_producer, 219.5, 32.0, 7.0, 67.5
arcgis_10_6_reference_portrait_bottom.mxd, data_sources, 82.5, 10.0, 16.5, 63.5
arcgis_10_6_reference_portrait_bottom.mxd, Location Map, 212.75, 70.0, 60.0, 60.0
arcgis_10_6_reference_portrait_bottom.mxd, scale_bar, 257.1476, 61.4097, 8.0604, 50.8028
arcgis_10_6_reference_portrait_bottom.mxd, north_arrow, 282.0, 82.5, 10.0, 4.9
arcgis_10_6_reference_portrait_bottom.mxd, Main Map, 15.0, 75.0, 330.0, 272.0
arcgis_10_6_reference_portrait_bottom.mxd, summary, 82.5, 70.0, 40.0, 63.5
arcgis_10_6_reference_portrait_bottom.mxd, working_space, 10.0, 10.0, 400.0, 277.0

arcgis_10_6_thematic_landscape.mxd, summary_label, -18.0, 18.9271, 0.472899999999, 2.0704
arcgis_10_6_thematic_landscape.mxd, data_sources_label, -18.0, 12.5271, 0.472900000001, 2.8468
arcgis_10_6_thematic_landscape.mxd, map_no, -12.0, 10.6, 0.5, 1.44290547685
arcgis_10_6_thematic_landscape.mxd, map_no_label, -18.0, 10.6271, 0.472899999999, 2.7047
arcgis_10_6_thematic_landscape.mxd, mxd_name, -12.0, 9.5, 0.5, 4.27754282089
arcgis_10_6_thematic_landscape.mxd, mxd_name_label, -18.0, 9.5271, 0.472900000001, 3.1279
arcgis_10_6_thematic_landscape.mxd, spatial_reference, -12.0, 8.5, 0.5, 1.5670331994
arcgis_10_6_thematic_landscape.mxd, spatial_reference_label, -18.0, 8.5271, 0.472900000001, 3.8338
arcgis_10_6_thematic_landscape.mxd, scale, -12.0, 7.5, 0.5, 4.08817931909
arcgis_10_6_thematic_landscape.mxd, scale_label, -18.0, 7.5271, 0.472900000001, 1.2473
arcgis_10_6_thematic_landscape.mxd, timezone, -12.0, 6.5, 0.5, 2.32607316557
arcgis_10_6_thematic_landscape.mxd, time_zone_label, -18.0, 6.5272, 0.472899999999, 2.2502
arcgis_10_6_thematic_landscape.mxd, map_producer, -12.0, 4.9, 1.1, 10.0
arcgis_10_6_thematic_landscape.mxd, map_producer_label, -18.0, 5.5271, 0.472900000001, 2.9638
arcgis_10_6_thematic_landscape.mxd, donor_credit_label, -18.0, 4.0271, 0.472900000001, 2.6576
arcgis_10_6_thematic_landscape.mxd, title, 1.0, 28.0, 0.7, 36.0
arcgis_10_6_thematic_landscape.mxd, data_sources, -12.0, 11.6, 1.4, 10.0
arcgis_10_6_thematic_landscape.mxd, summary, -12.0, 19.4, 3.2, 10.3
arcgis_10_6_thematic_landscape.mxd, disclaimer, -18.0, 1.0, 1.0, 16.0
arcgis_10_6_thematic_landscape.mxd, glide_no, -12.0, 2.5, 0.5, 5.59758934235
arcgis_10_6_thematic_landscape.mxd, glide_no_label, -18.0, 2.5271, 0.472900000001, 2.8695
arcgis_10_6_thematic_landscape.mxd, donor_credit, -12.0, 3.4, 1.1, 10.0
arcgis_10_6_thematic_landscape.mxd, unused_map_elements, -17.7946, 26.9467, 1.7533, 15.5893
arcgis_10_6_thematic_landscape.mxd, unused_elements, -19.0, 0.0, 29.7, 18.0
arcgis_10_6_thematic_landscape.mxd, source_production_info, 41.0, 1.0, 1.0, 6.5273
arcgis_10_6_thematic_landscape.mxd, title, 1.0, 28.0, 0.7, 10.0
arcgis_10_6_thematic_landscape.mxd, north_arrow, 1.95, 2.25, 1.1616, 0.5692
arcgis_10_6_thematic_landscape.mxd, single_division_scale_bar, 1.0, 1.0, 1.1031, 2.4691
arcgis_10_6_thematic_landscape.mxd, legend, 41.0, 2.0, 0.5518, 1.7561
arcgis_10_6_thematic_landscape.mxd, organisation_logo, 41.0, 28.7, 1.5, 3.69
arcgis_10_6_thematic_landscape.mxd, Main Map, 1.0, 1.0, 27.7, 40.0

arcgis_10_6_thematic_portrait.mxd, map_no, 27.7086, 41.4148, 0.5001, 1.4003
arcgis_10_6_thematic_portrait.mxd, map_version, 28.7088, 40.9147, 0.5001, 0.7502
arcgis_10_6_thematic_portrait.mxd, title, 1.0, 40.3, 0.7, 23.7
arcgis_10_6_thematic_portrait.mxd, title, 1.0, 41.0, 0.7, 10.0
arcgis_10_6_thematic_portrait.mxd, summary_label, -15.0727, 24.9313, 0.6687, 2.9273
arcgis_10_6_thematic_portrait.mxd, data_sources_label, -13.975, 17.8, 0.6687, 4.025
arcgis_10_6_thematic_portrait.mxd, map_no, -12.0, 16.4, 0.6687, 1.9295
arcgis_10_6_thematic_portrait.mxd, map_no_label, -14.1758, 16.4, 0.6687, 3.8242
arcgis_10_6_thematic_portrait.mxd, mxd_name, -12.0, 15.4, 0.6687, 5.7201
arcgis_10_6_thematic_portrait.mxd, mxd_name_label, -13.5775, 15.4, 0.6687, 4.4225
arcgis_10_6_thematic_portrait.mxd, spatial_reference, -12.0, 14.4, 0.6687, 2.0955
arcgis_10_6_thematic_portrait.mxd, spatial_reference_label, -18.0, 14.4, 0.6687, 5.4205
arcgis_10_6_thematic_portrait.mxd, scale, -12.0, 13.4, 0.6687, 5.467
arcgis_10_6_thematic_portrait.mxd, scale_label, -18.0, 13.4, 0.6687, 1.7635
arcgis_10_6_thematic_portrait.mxd, timezone, -12.0, 12.4, 0.6687, 3.1105
arcgis_10_6_thematic_portrait.mxd, time_zone_label, -14.8185, 12.4, 0.6687, 3.1815
arcgis_10_6_thematic_portrait.mxd, map_producer, -12.0, 11.0, 1.1, 10.0
arcgis_10_6_thematic_portrait.mxd, map_producer_label, -13.8096, 11.0, 0.6687, 4.1904
arcgis_10_6_thematic_portrait.mxd, donor_credit_label, -14.2424, 9.5, 0.6687, 3.7576
arcgis_10_6_thematic_portrait.mxd, data_sources, -12.0, 17.8, 1.3737, 9.9915
arcgis_10_6_thematic_portrait.mxd, summary, -12.0, 22.4, 3.2, 10.4
arcgis_10_6_thematic_portrait.mxd, disclaimer, -1.9999, 7.15, 0.9999, 16.0001
arcgis_10_6_thematic_portrait.mxd, glide_no, -12.0, 8.4, 0.6687, 7.4854
arcgis_10_6_thematic_portrait.mxd, glide_no_label, -13.9428, 8.4, 0.6687, 4.0572
arcgis_10_6_thematic_portrait.mxd, donor_credit, -12.0, 9.5, 1.1, 10.0
arcgis_10_6_thematic_portrait.mxd, unused_map_elements, -2.2052, 33.0967, 1.7534, 15.5895
arcgis_10_6_thematic_portrait.mxd, unused_elements, -1.0, 6.15, 29.7, 17.9999
arcgis_10_6_thematic_portrait.mxd, north_arrow, 1.8375, 2.25, 0.8396, 0.4172
arcgis_10_6_thematic_portrait.mxd, single_division_scale_bar, 1.0, 1.0, 0.954100000001, 1.6749
arcgis_10_6_thematic_portrait.mxd, source_production_info, 27.6012, 0.7472, 1.0, 6.5
arcgis_10_6_thematic_portrait.mxd, legend, 27.5591, 2.0, 0.5518, 1.7561
arcgis_10_6_thematic_portrait.mxd, organisation_logo, 28.7, 41.0, 1.5, 3.69
arcgis_10_6_thematic_portrait.mxd, Main Map, 1.0, 1.0, 40.0, 27.7
